;globalSales;split;salesRatio;uplift;sums.Economic impact - LOW ($m);sums.Economic impact - HIGH ($m);sums.Average impact;sums.AI Low impact;sums.AI High impact;sums.Average AI economic impact;sums.totalImpact;sums.totalImpactLow;sums.totalImpactHigh;sums.traditionalImpact;max.Economic impact - LOW ($m);max.Economic impact - HIGH ($m);max.Average impact;max.AI Low impact;max.AI High impact;max.Average AI economic impact;domain.name;domain.split;domain.salesRatio;domain.uplift;domain.sums.Economic impact - LOW ($m);domain.sums.Economic impact - HIGH ($m);domain.sums.Average impact;domain.sums.AI Low impact;domain.sums.AI High impact;domain.sums.Average AI economic impact;domain.sums.totalImpact;domain.sums.totalImpactLow;domain.sums.totalImpactHigh;domain.sums.traditionalImpact;domain.max.Economic impact - LOW ($m);domain.max.Economic impact - HIGH ($m);domain.max.Average impact;domain.max.AI Low impact;domain.max.AI High impact;domain.max.Average AI economic impact;function;industry;usecase.Use case example description;usecase.dataTypes;usecase.technologies;usecase.split;usecase.uplift;usecase.sums.Economic impact - LOW ($m);usecase.sums.Economic impact - HIGH ($m);usecase.sums.Average impact;usecase.sums.AI Low impact;usecase.sums.AI High impact;usecase.sums.Average AI economic impact;usecase.sums.totalImpact;usecase.sums.totalImpactLow;usecase.sums.totalImpactHigh;usecase.sums.traditionalImpact
10;1304484.310799;0.6442219794225901;0.139618352696523;0.35577802057741004;98878788106.9735;182129950592.21567;140504369349.59454;34859729742.450424;64797833309.559975;49828781526.00519;182129950592.21567;98878788106.9735;182129950592.21567;117332117282.6557;46928482703.45563;62451846001.96374;54690164352.70969;19832179385.491516;38208877629.77278;29020528507.632145;Inventory and parts optimization;0.6000000000000001;0.0019155886870280002;0.4;2498855388.172284;2498855388.172284;2498855388.172284;999542155.2689137;999542155.2689137;999542155.2689137;2498855388.172284;2498855388.172284;2498855388.172284;1499313232.9033704;2498855388.172284;2498855388.172284;2498855388.172284;999542155.2689137;999542155.2689137;999542155.2689137;Supply Chain Management & Manufacturing;Aerospace & Defense;Perform an “always-on” trade-off analysis between economic order quantity of manufacturing with inventory carrying and transportation costs.;['Video ', 'Image', 'Time series', 'Structured/semi-structured'];['Reinforcement learning', 'NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Regression analysis', 'Statistical inference', 'Monte Carlo'];0.6000000000000001;0.4;2498855388.172284;2498855388.172284;2498855388.172284;999542155.2689137;999542155.2689137;999542155.2689137;2498855388.172284;2498855388.172284;2498855388.172284;1499313232.9033704
11;1304484.310799;0.6442219794225901;0.139618352696523;0.35577802057741004;98878788106.9735;182129950592.21567;140504369349.59454;34859729742.450424;64797833309.559975;49828781526.00519;182129950592.21567;98878788106.9735;182129950592.21567;117332117282.6557;46928482703.45563;62451846001.96374;54690164352.70969;19832179385.491516;38208877629.77278;29020528507.632145;Logistics network and warehouse optimization;0.799999999999999;0.0033000000000000004;0.199999999999999;2152399112.8183503;4304798225.636701;3228598669.2275257;430479822.56367004;860959645.1273401;645719733.8455051;4304798225.636701;2152399112.8183503;4304798225.636701;3443838580.5093603;2152399112.8183503;4304798225.636701;3228598669.2275257;430479822.56367004;860959645.1273401;645719733.8455051;Supply Chain Management & Manufacturing;Aerospace & Defense;Optimize supply-chain network to minimize freight distances and costs.;['Time series', 'Structured/semi-structured'];['Reinforcement learning', 'Tree-based ensemble learning (e.g., random forest)', 'Regression analysis', 'Statistical inference', 'Other optmization\r\n(e.g., genetic algorithms)'];0.799999999999999;0.199999999999999;2152399112.8183503;4304798225.636701;3228598669.2275257;430479822.56367004;860959645.1273401;645719733.8455051;4304798225.636701;2152399112.8183503;4304798225.636701;3443838580.5093603
12;1304484.310799;0.6442219794225901;0.139618352696523;0.35577802057741004;98878788106.9735;182129950592.21567;140504369349.59454;34859729742.450424;64797833309.559975;49828781526.00519;182129950592.21567;98878788106.9735;182129950592.21567;117332117282.6557;46928482703.45563;62451846001.96374;54690164352.70969;19832179385.491516;38208877629.77278;29020528507.632145;Yield, Energy, Throughput;0.6000000000000001;0.0033300515491360002;0.4;4344000000.0;4344000000.0;4344000000.0;1737600000.0000002;1737600000.0000002;1737600000.0000002;4344000000.0;4344000000.0;4344000000.0;2606400000.0;4344000000.0;4344000000.0;4344000000.0;1737600000.0000002;1737600000.0000002;1737600000.0000002;Supply Chain Management & Manufacturing;Aerospace & Defense;Optimize energy usage through visibility and advanced analytics insights (eg, big data approach to reduce fuel losses from temperature variations at a plant).;['Image', 'Time series', 'Structured/semi-structured'];['Reinforcement learning', 'NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Regression analysis', 'Statistical inference', 'Monte Carlo', 'Other optmization\r\n(e.g., genetic algorithms)'];0.6000000000000001;0.4;4344000000.0;4344000000.0;4344000000.0;1737600000.0000002;1737600000.0000002;1737600000.0000002;4344000000.0;4344000000.0;4344000000.0;2606400000.0
13;1304484.310799;0.6442219794225901;0.139618352696523;0.35577802057741004;98878788106.9735;182129950592.21567;140504369349.59454;34859729742.450424;64797833309.559975;49828781526.00519;182129950592.21567;98878788106.9735;182129950592.21567;117332117282.6557;46928482703.45563;62451846001.96374;54690164352.70969;19832179385.491516;38208877629.77278;29020528507.632145;Procurement and spend analytics;0.38202250755016703;0.016687533082668002;0.617977492449832;9490140623.391539;21768625092.280346;15629382857.835943;6085429667.274623;13452520348.607906;9768975007.941265;21768625092.280346;9490140623.391539;21768625092.280346;8316104743.67244;8185656312.592539;20464140781.481346;14324898547.036943;4911393787.555523;12278484468.888807;8594939128.222166;Supply Chain Management & Manufacturing;Aerospace & Defense;Search procurement contract to identify clauses of interest (eg, penalties, value owed).;['Text', 'Image'];['NNs', 'RNNs', 'CNNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Regression analysis'];0.1;0.9;1304484310.799;1304484310.799;1304484310.799;1174035879.7191;1174035879.7191;1174035879.7191;1304484310.799;1304484310.799;1304484310.799;130448431.07990003
14;1304484.310799;0.6442219794225901;0.139618352696523;0.35577802057741004;98878788106.9735;182129950592.21567;140504369349.59454;34859729742.450424;64797833309.559975;49828781526.00519;182129950592.21567;98878788106.9735;182129950592.21567;117332117282.6557;46928482703.45563;62451846001.96374;54690164352.70969;19832179385.491516;38208877629.77278;29020528507.632145;Procurement and spend analytics;0.38202250755016703;0.016687533082668002;0.617977492449832;9490140623.391539;21768625092.280346;15629382857.835943;6085429667.274623;13452520348.607906;9768975007.941265;21768625092.280346;9490140623.391539;21768625092.280346;8316104743.67244;8185656312.592539;20464140781.481346;14324898547.036943;4911393787.555523;12278484468.888807;8594939128.222166;Supply Chain Management & Manufacturing;Aerospace & Defense;Optimize supplier portfolio (eg, spot vs contract purchases) by analyzing raw-material price volatility and real-time view of supply and demand.;['Time series', 'Structured/semi-structured'];['NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Regression analysis', 'Monte Carlo'];0.4;0.6000000000000001;8185656312.592539;20464140781.481346;14324898547.036943;4911393787.555523;12278484468.888807;8594939128.222166;20464140781.481346;8185656312.592539;20464140781.481346;8185656312.592539
15;1304484.310799;0.6442219794225901;0.139618352696523;0.35577802057741004;98878788106.9735;182129950592.21567;140504369349.59454;34859729742.450424;64797833309.559975;49828781526.00519;182129950592.21567;98878788106.9735;182129950592.21567;117332117282.6557;46928482703.45563;62451846001.96374;54690164352.70969;19832179385.491516;38208877629.77278;29020528507.632145;Predictive maintenance;0.24000000000000002;0.021341621062552003;0.76;13919904921.5583;27839809843.1166;20879857382.33745;10579127740.384308;21158255480.768616;15868691610.576462;27839809843.1166;13919904921.5583;27839809843.1166;6681554362.347984;8351942952.93498;16703885905.86996;12527914429.40247;5567961968.62332;11135923937.24664;8351942952.93498;Supply Chain Management & Manufacturing;Aerospace & Defense;Use AI-powered hardware to visually inspect and provide superior quality control on various products.;['Image', 'Time series', 'Structured/semi-structured'];['NNs', 'CNNs', 'Regression analysis'];0.0;1.0;5567961968.62332;11135923937.24664;8351942952.93498;5567961968.62332;11135923937.24664;8351942952.93498;11135923937.24664;5567961968.62332;11135923937.24664;0.0
16;1304484.310799;0.6442219794225901;0.139618352696523;0.35577802057741004;98878788106.9735;182129950592.21567;140504369349.59454;34859729742.450424;64797833309.559975;49828781526.00519;182129950592.21567;98878788106.9735;182129950592.21567;117332117282.6557;46928482703.45563;62451846001.96374;54690164352.70969;19832179385.491516;38208877629.77278;29020528507.632145;Predictive maintenance;0.24000000000000002;0.021341621062552003;0.76;13919904921.5583;27839809843.1166;20879857382.33745;10579127740.384308;21158255480.768616;15868691610.576462;27839809843.1166;13919904921.5583;27839809843.1166;6681554362.347984;8351942952.93498;16703885905.86996;12527914429.40247;5567961968.62332;11135923937.24664;8351942952.93498;Supply Chain Management & Manufacturing;Aerospace & Defense;Use IoT data to predict equipment failures and allow for planned interventions, reducing downtime and maximizing yield.;['Video ', 'Image', 'Time series'];['Reinforcement learning', 'NNs', 'CNNs', 'Tree-based ensemble learning (e.g., random forest)', 'Regression analysis', 'Statistical inference'];0.4;0.6000000000000001;8351942952.93498;16703885905.86996;12527914429.40247;5011165771.760988;10022331543.521976;7516748657.641481;16703885905.86996;8351942952.93498;16703885905.86996;6681554362.347984
17;1304484.310799;0.6442219794225901;0.139618352696523;0.35577802057741004;98878788106.9735;182129950592.21567;140504369349.59454;34859729742.450424;64797833309.559975;49828781526.00519;182129950592.21567;98878788106.9735;182129950592.21567;117332117282.6557;46928482703.45563;62451846001.96374;54690164352.70969;19832179385.491516;38208877629.77278;29020528507.632145;Workforce productivity and efficiency;0.795409034885277;0.047874739071190005;0.20459096511472302;46928482703.45563;62451846001.96374;54690164352.70969;9672410787.036194;12777083446.737816;11224747116.887003;62451846001.96374;46928482703.45563;62451846001.96374;49674762555.22592;46570089895.52429;62093453194.0324;54331771544.77835;9314017979.10486;12418690638.806482;10866354308.95567;Other operations;Aerospace & Defense;Use bots to provide first-level support and answer most frequently asked questions via phone, email, and chat.;['Text', 'Audio', 'Structured/semi-structured'];['NNs', 'RNNs', 'Classifiers (e.g., SVM, logistic, linear)', 'Statistical inference'];0.0;1.0;358392807.9313336;358392807.9313336;358392807.9313336;358392807.9313336;358392807.9313336;358392807.9313336;358392807.9313336;358392807.9313336;358392807.9313336;0.0
18;1304484.310799;0.6442219794225901;0.139618352696523;0.35577802057741004;98878788106.9735;182129950592.21567;140504369349.59454;34859729742.450424;64797833309.559975;49828781526.00519;182129950592.21567;98878788106.9735;182129950592.21567;117332117282.6557;46928482703.45563;62451846001.96374;54690164352.70969;19832179385.491516;38208877629.77278;29020528507.632145;Workforce productivity and efficiency;0.795409034885277;0.047874739071190005;0.20459096511472302;46928482703.45563;62451846001.96374;54690164352.70969;9672410787.036194;12777083446.737816;11224747116.887003;62451846001.96374;46928482703.45563;62451846001.96374;49674762555.22592;46570089895.52429;62093453194.0324;54331771544.77835;9314017979.10486;12418690638.806482;10866354308.95567;Other operations;Aerospace & Defense;Increase equipment utilization through optimized field-force scheduling, and deploy digital performance-management solution.;['Time series', 'Structured/semi-structured'];['Reinforcement learning', 'Monte Carlo', 'Other optmization\r\n(e.g., genetic algorithms)'];0.8;0.2;46570089895.52429;62093453194.0324;54331771544.77835;9314017979.10486;12418690638.806482;10866354308.95567;62093453194.0324;46570089895.52429;62093453194.0324;49674762555.22592
19;9095328.7577905;0.5594099390945281;0.044280050842237004;0.44059006090547204;349462063300.059;402741619821.8293;376101841560.9442;160553947500.5273;177443954806.4682;168998951153.49777;402741619821.8293;349462063300.059;402741619821.8293;225297665015.36108;232293631006.80676;244532540131.25497;238413085569.03088;94881831097.97453;96694210572.64346;95788020835.30899;Analytics-driven hiring and retention;0.6021352313167261;0.000613018374236;0.39786476868327403;5139079519.20674;5575603648.251328;5357341583.729034;1869116952.545463;2218336255.781133;2043726604.1632981;5575603648.251328;5139079519.20674;5575603648.251328;3357267392.4701953;3392983003.0283885;3392983003.0283885;3392983003.0283885;1017894900.9085164;1017894900.9085164;1017894900.9085164;HR;Oil & Gas;Automatically screen resumes and pick top candidates.;['Text', 'Structured/semi-structured'];['RNNs', 'Classifiers (e.g., SVM, logistic, linear)', 'Regression analysis', 'Statistical inference'];0.2;0.799999999999999;654786193.5668819;1091310322.61147;873048258.0891759;523828954.8535056;873048258.0891759;698438606.4713408;1091310322.61147;654786193.5668819;1091310322.61147;218262064.52229404
20;9095328.7577905;0.5594099390945281;0.044280050842237004;0.44059006090547204;349462063300.059;402741619821.8293;376101841560.9442;160553947500.5273;177443954806.4682;168998951153.49777;402741619821.8293;349462063300.059;402741619821.8293;225297665015.36108;232293631006.80676;244532540131.25497;238413085569.03088;94881831097.97453;96694210572.64346;95788020835.30899;Analytics-driven hiring and retention;0.6021352313167261;0.000613018374236;0.39786476868327403;5139079519.20674;5575603648.251328;5357341583.729034;1869116952.545463;2218336255.781133;2043726604.1632981;5575603648.251328;5139079519.20674;5575603648.251328;3357267392.4701953;3392983003.0283885;3392983003.0283885;3392983003.0283885;1017894900.9085164;1017894900.9085164;1017894900.9085164;HR;Oil & Gas;Identify key drivers of employee performance, and spot employees with high likelihood of success.;['Text', 'Structured/semi-structured'];['Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis'];0.7000000000000001;0.29999999999999905;1091310322.61147;1091310322.61147;1091310322.61147;327393096.78344095;327393096.78344095;327393096.78344095;1091310322.61147;1091310322.61147;1091310322.61147;763917225.828029
21;9095328.7577905;0.5594099390945281;0.044280050842237004;0.44059006090547204;349462063300.059;402741619821.8293;376101841560.9442;160553947500.5273;177443954806.4682;168998951153.49777;402741619821.8293;349462063300.059;402741619821.8293;225297665015.36108;232293631006.80676;244532540131.25497;238413085569.03088;94881831097.97453;96694210572.64346;95788020835.30899;Analytics-driven hiring and retention;0.6021352313167261;0.000613018374236;0.39786476868327403;5139079519.20674;5575603648.251328;5357341583.729034;1869116952.545463;2218336255.781133;2043726604.1632981;5575603648.251328;5139079519.20674;5575603648.251328;3357267392.4701953;3392983003.0283885;3392983003.0283885;3392983003.0283885;1017894900.9085164;1017894900.9085164;1017894900.9085164;HR;Oil & Gas;Identify factors influencing employee churn, and pilot intervention strategies.;['Text', 'Structured/semi-structured'];['Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis'];0.7000000000000001;0.29999999999999905;3392983003.0283885;3392983003.0283885;3392983003.0283885;1017894900.9085164;1017894900.9085164;1017894900.9085164;3392983003.0283885;3392983003.0283885;3392983003.0283885;2375088102.119872
